crop_name,profit
muskmelon,700.3632116
coconut,-318.8221234
blackgram,105.9455479
muskmelon,-394.3258307
blackgram,93.07114775
kidneybeans,1725.884365
mothbeans,935.6742701
banana,292.7500586
mango,469.3212061
lentil,559.2193148
papaya,685.0856339
orange,-75.39120352
jute,587.6400887
chickpea,717.9201902
grapes,548.5738805
mothbeans,1156.263229
watermelon,1416.640875
rice,-86.9859596
kidneybeans,1771.111903
coffee,1147.547298
papaya,-7.403431162
banana,1366.70969
banana,-310.3017943
blackgram,1345.967089
kidneybeans,-224.4257477
maize,169.0686696
rice,238.0723419
pomegranate,370.2229032
orange,487.300761
mungbean,1955.639177
mungbean,1783.118452
grapes,1569.844853
coffee,253.7020959
rice,157.7667842
rice,1225.498505
grapes,-88.44546216
rice,-500.6835097
mothbeans,233.8792979
pomegranate,505.2859089
jute,745.1368644
rice,575.0617189
pigeonpeas,589.790777
coffee,-1040.05742
maize,-349.2070959
chickpea,-378.1397186
chickpea,140.520109
papaya,109.8146315
blackgram,721.2791822
lentil,-279.7317667
maize,-335.1018642
maize,755.565585
apple,1444.374699
mungbean,-491.5700115
kidneybeans,216.98017
pigeonpeas,160.5262133
rice,1066.901734
coffee,-176.08687
pomegranate,362.9003544
grapes,80.13356759
muskmelon,76.51986823
rice,170.2607755
papaya,1729.980304
watermelon,-167.1231188
papaya,247.0318349
coffee,728.8215427
mango,429.6218478
mango,923.7109198
pigeonpeas,417.2767741
mungbean,921.726061
grapes,1411.491462
lentil,33.33133808
mothbeans,398.7833235
jute,491.5045337
mungbean,90.55052556
papaya,365.4263408
muskmelon,-42.1922884
blackgram,771.471204
cotton,120.5344256
apple,344.4601961
orange,-888.1416534
chickpea,-706.309256
grapes,-36.05152621
lentil,534.945046
cotton,536.0898444
muskmelon,2257.312558
apple,-28.9923104
apple,59.75890439
coconut,305.4574648
kidneybeans,2178.233542
coconut,301.0815908
coconut,1938.189874
maize,1433.242128
mothbeans,110.9797638
grapes,189.1340679
muskmelon,661.9410497
pomegranate,480.4357582
coffee,173.0044954
pomegranate,-255.2774023
kidneybeans,389.7455865
watermelon,1732.323467
blackgram,-4.451894439
mothbeans,-298.9321272
mango,363.7270345
blackgram,368.3249663
mothbeans,-353.6839506
muskmelon,-525.4952317
coconut,1060.201464
watermelon,1438.575831
chickpea,-606.7666098
papaya,300.0811094
pomegranate,133.2984068
watermelon,-535.4618368
watermelon,624.2075106
coffee,-96.69155332
mungbean,614.7326137
mungbean,12.26018256
jute,1197.171249
coffee,9.384700214
banana,-447.6520402
papaya,-542.0207784
pomegranate,-174.9185953
muskmelon,334.3955727
mango,-4.302422594
orange,114.276556
coffee,1470.332172
orange,1143.182398
rice,706.1029494
mothbeans,1322.974575
jute,414.8328606
muskmelon,1788.407515
coconut,-14.18374429
watermelon,1928.824751
pomegranate,824.1024256
pomegranate,1235.910149
mungbean,-335.2670878
mungbean,-73.21064115
watermelon,559.322054
muskmelon,1559.283163
coffee,1109.671517
cotton,-201.499102
lentil,-213.5165427
muskmelon,646.7814816
lentil,694.8239486
mungbean,194.0577276
banana,-116.8939835
pigeonpeas,1441.173559
lentil,621.844689
mothbeans,417.8047479
mungbean,-44.90443228
watermelon,1933.592604
coconut,-52.39919292
coffee,178.3452384
coffee,-589.8516244
banana,-662.5114905
mungbean,-140.951744
mothbeans,316.9727845
kidneybeans,660.5952809
watermelon,-285.0834326
coffee,1473.743287
chickpea,1358.13792
orange,341.6183461
muskmelon,401.36986
rice,-403.6691709
jute,1242.929447
banana,-54.41256868
grapes,1773.949258
chickpea,-218.1089779
grapes,145.0260229
papaya,1318.511647
lentil,558.43708
maize,-97.99927781
blackgram,1263.227434
maize,265.2680647
rice,-457.438128
chickpea,945.8885017
orange,-109.2433257
mungbean,-574.7218799
pomegranate,356.8333517
coconut,260.9355502
lentil,871.7408215
papaya,703.3301682
muskmelon,1050.53067
orange,858.8442378
coffee,266.5727415
orange,45.72001231
coconut,208.0534013
lentil,648.7367435
mothbeans,196.5271864
coconut,585.2393555
blackgram,520.7115156
mothbeans,757.9818474
orange,-192.7753769
mothbeans,-935.4521909
grapes,591.6436668
jute,1592.246044
maize,106.0409841
mango,-20.74712679
mungbean,377.1177102
mothbeans,16.13493287
orange,433.2181267
blackgram,1250.495478
mothbeans,812.0424184
coconut,-639.4779476
jute,-840.164428
lentil,1416.853667
cotton,-332.2684101
apple,662.26022
papaya,72.90785969
coconut,702.2100429
mungbean,403.3875876
blackgram,1655.342408
jute,-341.3491655
coconut,720.3237278
rice,205.0932222
grapes,555.8148683
rice,12.71692351
banana,522.513729
maize,1603.461967
jute,515.5605516
chickpea,-715.8657727
grapes,830.9147047
mungbean,1853.907396
maize,805.3672031
maize,-627.2156073
chickpea,320.7173705
grapes,443.4518796
mango,-539.5821942
rice,706.6525168
papaya,-400.1658151
pigeonpeas,-467.3954026
coconut,9.481072878
pomegranate,1420.514075
mothbeans,388.7778966
papaya,5.709627605
muskmelon,-788.9892489
watermelon,-516.2588752
apple,127.8710634
kidneybeans,644.0847835
coconut,-432.6799263
jute,1260.751667
blackgram,499.3622645
rice,932.3782819
cotton,677.2374466
coffee,323.2266542
coffee,1756.484157
grapes,-203.8710452
lentil,721.262313
rice,1989.022468
muskmelon,970.1747913
muskmelon,157.36988
watermelon,94.79908566
pigeonpeas,-229.2748474
orange,432.477959
mothbeans,363.3630297
lentil,677.658588
cotton,-479.7785306
coconut,428.3831121
jute,-48.40976748
orange,645.2281722
mungbean,628.959301
blackgram,65.39004384
muskmelon,971.8848928
mothbeans,1139.47123
rice,-463.1009101
lentil,-175.5156698
mungbean,1386.565992
coffee,-272.3955494
cotton,-11.97794895
coconut,813.2452249
kidneybeans,707.003438
rice,495.9010057
lentil,2127.749478
maize,324.2929873
apple,1644.182865
maize,2391.763994
chickpea,-163.8821365
watermelon,-388.9533198
grapes,465.8369488
orange,-365.8110384
pomegranate,835.7887958
chickpea,292.5605256
kidneybeans,455.9147245
pigeonpeas,-337.7548513
banana,1120.589274
mothbeans,1349.989324
rice,1400.538797
coconut,503.1348174
mungbean,608.8404908
pomegranate,87.08700126
mango,995.2321672
mango,-397.9637151
rice,-610.6198813
lentil,850.6373489
orange,151.0269615
mango,1621.445276
maize,177.8630663
lentil,1728.658524
mango,-243.3491388
kidneybeans,-407.5263545
coffee,-823.9608265
mango,-34.84343285
papaya,1704.247417
chickpea,-490.520322
coffee,-182.6642213
rice,-263.4687855
papaya,93.52660307
jute,1694.881206
blackgram,884.5541946
coconut,352.5264187
coffee,262.1599294
kidneybeans,574.4606825
apple,1485.661864
orange,280.0132321
lentil,517.4400113
blackgram,694.2782165
cotton,1524.355979
coconut,474.6073088
mungbean,470.5289584
mango,-366.5215845
rice,865.529168
orange,875.9479394
mothbeans,-194.2568887
coffee,1231.392523
pigeonpeas,6.248522727
cotton,527.1739097
mungbean,1683.570293
coffee,822.188506
coffee,532.3890881
mango,523.9669804
pigeonpeas,2036.629655
maize,1648.3995
kidneybeans,-471.4288961
orange,1638.350195
blackgram,-220.4731701
cotton,-784.4524949
pigeonpeas,-1000.998809
orange,-549.8313878
cotton,303.0511139
kidneybeans,1186.169951
jute,-718.7730709
papaya,644.8315717
papaya,1260.237532
papaya,624.6572384
apple,-205.1011437
banana,24.55802772
blackgram,111.7719147
mango,164.0541344
papaya,124.7992293
coffee,-166.8674231
papaya,-387.010871
blackgram,435.2871549
apple,598.1233386
orange,935.1180436
maize,-323.6157084
jute,50.35021788
coffee,280.8123494
muskmelon,40.65402868
coffee,1980.407398
mungbean,1320.466858
rice,1168.519355
maize,673.7836267
kidneybeans,292.4444577
apple,216.447262
mango,-33.91135756
orange,494.6646373
kidneybeans,1141.658082
apple,-681.9834058
mungbean,563.2418113
blackgram,785.6626733
lentil,-145.3164976
watermelon,463.1278553
lentil,-275.3528829
muskmelon,1446.403588
jute,42.49775654
kidneybeans,-190.1786594
chickpea,1506.177122
coffee,942.7873521
pomegranate,-156.1986278
kidneybeans,-314.3532638
papaya,97.44210108
banana,643.0081368
coconut,-36.1316949
coconut,247.2884996
papaya,1177.112212
grapes,-643.1916676
kidneybeans,1211.328865
chickpea,94.86254267
apple,-705.7139868
watermelon,102.7748447
pomegranate,-198.0033073
mothbeans,-271.678642
blackgram,387.2484332
apple,336.8077311
pomegranate,732.1669843
coffee,9.925384872
jute,522.6134492
mungbean,1176.551735
coconut,679.3563388
papaya,1318.574572
grapes,-840.0148826
blackgram,311.2528802
watermelon,386.8493455
lentil,-352.6066696
mango,1293.953443
mothbeans,269.3490536
cotton,-424.3407175
coffee,1224.521074
mango,534.8218675
coconut,102.1471136
mango,7.340551816
coffee,815.8920152
coffee,-420.8303031
mungbean,167.7515398
muskmelon,709.6271893
apple,1499.313642
kidneybeans,-399.2183803
mothbeans,-699.7292188
apple,379.899608
muskmelon,116.5467706
maize,407.4082808
chickpea,1646.528849
muskmelon,1457.359598
blackgram,26.11435675
mango,-33.12984941
coffee,772.6388705
maize,746.1724147
muskmelon,1195.081806
blackgram,1414.73727
coffee,589.5807579
banana,330.4672974
orange,-651.034332
coffee,513.0061597
jute,1608.207126
coffee,-480.309559
rice,657.1308604
cotton,2106.187581
muskmelon,102.3992973
jute,964.9604236
coffee,-587.2682806
maize,649.6585284
pomegranate,362.1041523
cotton,-504.505043
mothbeans,-16.10160468
chickpea,1471.973388
grapes,329.382718
muskmelon,442.1187782
mothbeans,-388.2860558
lentil,1100.025256
pomegranate,437.2700623
lentil,-115.7499416
papaya,1040.119699
lentil,21.00530576
papaya,-383.0278412
lentil,360.2411108
pigeonpeas,596.8359561
grapes,-180.7456212
mango,1956.27112
lentil,681.7204477
coconut,125.0596674
cotton,-726.3720867
rice,188.3865596
banana,931.3392971
pigeonpeas,191.0423781
mungbean,1397.968783
grapes,-28.89817086
mothbeans,69.95202927
grapes,489.0791625
mothbeans,130.4486933
muskmelon,342.5015934
blackgram,-285.1144748
banana,231.4863684
pomegranate,167.5966434
lentil,475.9309506
kidneybeans,601.677162
watermelon,-188.1438894
kidneybeans,587.7303509
muskmelon,-56.04972106
jute,257.3387107
pomegranate,658.1905168
watermelon,-73.5313954
mothbeans,-791.6266333
apple,692.5976465
mango,-34.07269927
kidneybeans,-402.3960099
rice,759.5992538
kidneybeans,347.7716128
grapes,275.877245
mungbean,1470.915065
muskmelon,152.6315373
mothbeans,23.14830519
watermelon,-625.0113359
papaya,-205.6182304
kidneybeans,156.7207573
rice,1833.36613
chickpea,-611.6986017
grapes,-196.6529786
papaya,-234.1079563
kidneybeans,4.309445111
kidneybeans,1518.034045
banana,1782.788022
watermelon,1011.257111
mungbean,422.3730431
chickpea,-23.76693233
mungbean,-84.17461824
blackgram,-327.5261626
mango,645.7774548
mungbean,777.6809938
apple,545.1291286
orange,159.4410094
coffee,-91.06427213
kidneybeans,1020.48346
orange,373.2735888
papaya,1056.005809
kidneybeans,1088.155262
orange,-136.4937952
muskmelon,-131.2508219
coffee,1533.080151
orange,1467.277519
grapes,-536.0477549
chickpea,336.6959384
mango,1221.9467
orange,-576.293748
coffee,-508.3423972
coffee,-297.8970252
mungbean,-538.2462759
mungbean,444.0799369
banana,758.9987372
apple,1067.064767
kidneybeans,888.7310586
apple,1409.194326
pigeonpeas,141.8504674
coconut,790.1714653
coffee,-217.8128361
watermelon,-629.7372804
mungbean,1557.004952
lentil,1149.745839
grapes,1315.786348
apple,1547.256204
jute,45.31718215
kidneybeans,566.8138115
mungbean,1174.641051
chickpea,308.3315878
cotton,-86.02131033
muskmelon,606.6064
jute,1397.184378
watermelon,1159.646646
mungbean,374.5652169
papaya,-356.9727065
pigeonpeas,-896.2719647
jute,346.4395944
cotton,-440.2597569
blackgram,-47.32447788
cotton,-150.0814692
papaya,2008.351572
jute,582.3594887
coconut,-261.3717357
cotton,518.2548307
chickpea,1089.816498
mothbeans,921.3209697
papaya,1074.719302
muskmelon,-258.5938509
watermelon,720.1691653
jute,1244.727035
coffee,1912.56408
blackgram,608.9806183
banana,732.9259216
banana,-673.3132635
mango,-81.00440292
apple,-35.8133982
mungbean,216.2550225
chickpea,-2.885598509
maize,-463.1488744
chickpea,1949.304074
blackgram,919.8929885
cotton,629.9718769
blackgram,654.3221344
kidneybeans,786.6165744
grapes,496.4149121
coffee,63.75258187
orange,-507.0406334
coffee,1356.807765
papaya,226.8673781
pigeonpeas,1767.328478
mango,218.2066716
maize,-647.8408021
pomegranate,-659.629536
mungbean,678.2060122
muskmelon,436.6716445
coffee,-251.8351801
mungbean,346.0439291
muskmelon,-622.8346465
apple,206.3968275
coffee,58.81766844
rice,-144.5217543
muskmelon,259.828619
chickpea,-298.528695
pomegranate,449.9636024
apple,24.3318618
maize,869.8292462
orange,1159.38876
rice,2208.791623
kidneybeans,1085.237627
banana,28.11206974
orange,20.28584147
maize,-50.71611724
rice,1026.067302
mothbeans,1763.484399
banana,917.7905351
kidneybeans,1086.132666
banana,-927.1934363
pigeonpeas,493.0241231
pomegranate,1364.039633
pigeonpeas,94.89150673
coffee,763.1203127
coffee,1369.124521
chickpea,-262.5245218
mothbeans,273.6343159
grapes,692.8838341
apple,-243.0722085
mungbean,-31.41060839
papaya,-327.3202074
chickpea,177.9406202
mothbeans,-314.7514755
pomegranate,1252.832798
apple,-215.8790318
grapes,269.8052195
lentil,20.99327927
apple,581.11655
banana,-95.82933405
lentil,38.51165424
pomegranate,504.0388004
banana,385.7175995
jute,-464.4097316
coffee,444.7182677
muskmelon,171.2097768
jute,13.51569237
grapes,742.6597413
orange,870.6817405
kidneybeans,1322.804588
banana,1070.416765
rice,-116.9439798
rice,441.1390429
chickpea,-454.4251048
muskmelon,-16.26564793
rice,371.2966181
apple,-413.4655707
orange,486.0508959
lentil,382.4267097
pigeonpeas,445.6620014
mothbeans,950.9733507
muskmelon,-55.75013616
lentil,1005.440106
chickpea,702.928337
coconut,788.0615953
jute,4.588666415
grapes,757.1009303
grapes,671.5985361
chickpea,259.722068
cotton,2278.560399
watermelon,758.8078326
maize,777.923852
pomegranate,66.47420928
lentil,909.7434387
grapes,-1009.077348
banana,931.478223
maize,890.4830241
apple,660.7922601
pigeonpeas,419.2299307
rice,272.9767205
blackgram,461.8362388
coffee,-118.8175288
apple,1136.968892
watermelon,452.2124907
maize,-597.9487283
papaya,250.1362604
jute,1971.528866
mungbean,687.7307481
mango,-259.2997518
muskmelon,-104.7971895
coffee,163.1036517
maize,213.922951
coffee,226.1380927
orange,1728.207311
banana,30.04539121
maize,1085.73118
coconut,9.833798714
pigeonpeas,639.1706359
orange,981.5603474
apple,1711.404291
grapes,-729.8479294
grapes,-320.8078086
grapes,2115.836853
pigeonpeas,-337.4118139
pigeonpeas,563.8701315
cotton,209.3373238
coconut,122.3817549
mungbean,662.7110897
banana,-74.87306016
rice,528.1813218
mungbean,496.6393369
chickpea,345.6784497
grapes,819.6842762
chickpea,196.9427078
mothbeans,124.5198811
coffee,1876.352347
muskmelon,-269.3085351
kidneybeans,179.8522268
pigeonpeas,860.291846
chickpea,759.4593989
coconut,1439.868147
jute,78.80291285
apple,421.1880528
orange,60.722538
lentil,27.67960689
coffee,1925.936031
lentil,475.7482621
watermelon,333.4493984
banana,1544.906321
pomegranate,438.716927
pigeonpeas,757.7878057
kidneybeans,-90.03637392
banana,135.925024
mothbeans,-149.134312
maize,835.4669255
chickpea,515.7093579
papaya,-575.0327572
papaya,609.228779
mungbean,354.794908
jute,805.1643096
grapes,-371.9061829
grapes,1661.650515
mothbeans,-532.7017079
chickpea,845.4389296
pomegranate,320.7920427
jute,659.9663562
pigeonpeas,23.2080861
banana,196.08457
kidneybeans,554.231309
pomegranate,448.624115
kidneybeans,620.3107911
grapes,1613.621434
blackgram,422.1267062
mothbeans,-464.0960979
banana,-207.9937177
maize,258.0616292
papaya,-225.4746214
papaya,1424.259433
coffee,322.7793792
mango,-70.41228177
orange,1427.613542
coconut,508.7625825
orange,564.2432625
kidneybeans,677.7493323
orange,1845.912931
apple,987.6234723
lentil,-210.1686634
banana,1499.047955
mango,-131.0544685
banana,-239.8891403
grapes,1054.6945
coffee,-560.157028
blackgram,2163.956108
watermelon,507.7392661
papaya,197.0207139
watermelon,481.0422646
apple,499.3342939
muskmelon,1726.843891
coffee,1310.872599
cotton,387.8149334
mungbean,-180.3369053
blackgram,1386.014666
mothbeans,674.8745018
grapes,134.6498114
orange,-272.4563481
blackgram,103.6589595
banana,1808.069666
orange,1269.342384
lentil,1567.02713
maize,78.59126109
pomegranate,646.7699643
coffee,186.9975754
jute,893.882802
watermelon,-96.85171699
maize,-43.95817433
pigeonpeas,1605.875064
orange,183.0594275
blackgram,704.3474736
papaya,-43.81302496
coffee,328.4951607
blackgram,547.9818548
mango,1062.097523
watermelon,-114.4994522
chickpea,1274.55921
watermelon,-82.26600917
kidneybeans,215.6877311
rice,-607.2164033
lentil,65.79679705
watermelon,268.1667167
pomegranate,1738.229301
papaya,4.744437439
pomegranate,99.33950826
mungbean,1557.375587
blackgram,-766.0536829
watermelon,227.9211316
kidneybeans,343.8756366
banana,785.298388
pomegranate,-195.4712424
orange,-508.8484349
pigeonpeas,190.6386857
pomegranate,-146.9446511
pomegranate,1001.212558
coffee,-615.5313123
mungbean,812.1701441
orange,-49.34066811
cotton,1757.612856
mango,919.4115262
pigeonpeas,730.845673
pigeonpeas,-852.3154721
kidneybeans,1325.251084
mungbean,182.0605903
maize,46.69263469
rice,-392.9391751
pomegranate,1176.508757
rice,1724.989661
grapes,659.5168441
orange,923.2083079
lentil,1543.154311
kidneybeans,-391.4981075
lentil,779.4839891
mungbean,1262.035624
maize,-324.4035361
papaya,-671.9911833
jute,1052.766115
muskmelon,-44.43769471
pomegranate,-400.4041861
orange,-264.9202141
mungbean,-360.614496
banana,508.459533
mungbean,226.12329
banana,368.1427108
muskmelon,-522.6719477
coconut,1402.526566
coconut,160.606103
pomegranate,-135.1726259
apple,350.2913276
cotton,-307.9255134
blackgram,88.85850256
rice,266.4804388
maize,354.8296843
pomegranate,874.1241625
pomegranate,1691.163221
pomegranate,981.53525
lentil,914.9080858
papaya,358.5490354
maize,2054.437796
pigeonpeas,913.8241344
jute,-363.8525948
banana,532.1800855
mothbeans,1638.248462
blackgram,1400.066888
blackgram,129.8997464
pomegranate,519.0011922
banana,162.2742227
coconut,720.5686838
watermelon,708.0139798
banana,930.6902703
chickpea,502.148582
rice,214.1285939
jute,1242.730238
chickpea,202.1008067
lentil,678.5801543
rice,623.3507748
coffee,455.9161328
mango,509.9471654
mango,165.4819215
mothbeans,938.3784114
blackgram,737.5588596
chickpea,1478.812549
jute,625.8217815
banana,1527.478325
banana,-165.9483925
pigeonpeas,916.602242
mungbean,92.70976396
coconut,761.9226335
mungbean,26.88537058
pomegranate,1629.526348
blackgram,784.4919213
jute,298.163713
jute,645.4406922
watermelon,155.277674
rice,-185.4492834
grapes,2123.787818
mothbeans,2225.904096
mothbeans,494.7517365
jute,794.9091164
pigeonpeas,222.319483
chickpea,1653.29851
mango,-700.2157006
muskmelon,1654.739322
chickpea,-856.7053568
apple,323.1950761
papaya,-247.9304468
lentil,-720.5690975
blackgram,-496.4303725
banana,1510.580329
chickpea,510.2532189
pigeonpeas,756.8863256
pomegranate,295.6328835
pigeonpeas,59.49285828
blackgram,373.6630125
mothbeans,549.3421901
jute,-395.3186391
apple,-435.6689002
mango,1403.389873
orange,-131.4650953
blackgram,264.8692571
kidneybeans,-1168.679779
jute,-206.6117223
orange,112.682364
chickpea,1216.27503
papaya,631.232021
apple,152.7143697
maize,396.4387981
grapes,-362.8590077
rice,992.9175824
coffee,1517.151522
chickpea,209.2835488
rice,-56.89164362
maize,844.0086724
coconut,1043.213877
coffee,-466.7495352
chickpea,-915.5407945
rice,-167.1829534
lentil,-263.6777582
blackgram,349.7637551
pigeonpeas,127.521202
rice,-368.3442932
muskmelon,1021.931574
orange,505.3499264
muskmelon,1270.891226
blackgram,162.1428878
jute,-826.2964844
chickpea,126.3549509
lentil,476.7893673
cotton,-117.8065362
watermelon,-374.892305
mothbeans,165.426884
cotton,-219.5572818
kidneybeans,157.2066611
mango,167.6241976
chickpea,79.67538018
chickpea,1374.79902
jute,1006.339838
orange,798.5458386
mothbeans,647.2796396
muskmelon,1312.048634
banana,484.1016076
papaya,-272.5708156
chickpea,-18.6290329
orange,92.29391317
banana,185.1289745
mothbeans,81.11943566
pigeonpeas,451.6952287
pomegranate,-476.1406527
maize,321.1577754
muskmelon,57.24377795
banana,2167.458238
watermelon,-86.87678105
watermelon,389.8757108
chickpea,169.1583858
coffee,388.00461
coffee,849.9607894
apple,750.4025705
watermelon,561.3327002
pomegranate,1833.47754
coffee,-513.1378487
blackgram,452.3177849
mango,1177.172695
pigeonpeas,186.0952903
grapes,824.3823812
mango,-314.7118375
chickpea,-315.1005536
orange,659.6702782
cotton,-66.2907058
pigeonpeas,348.9261997
mothbeans,-693.3019616
grapes,-184.9926034
mothbeans,1039.587781
grapes,335.5876096
muskmelon,-199.6965772
maize,-151.1630611
banana,1818.896855
apple,827.1958787
papaya,-888.1880389
maize,-349.4907099
pomegranate,1720.525505
grapes,940.9907534
blackgram,34.52819392
mungbean,511.1456639
apple,62.47463839
orange,-79.87719176
lentil,1555.05966
blackgram,621.7964982
cotton,239.8310614
pigeonpeas,360.8159092
pigeonpeas,424.566985
grapes,113.4972044
apple,549.6580246
coffee,516.8922889
banana,-100.3129829
muskmelon,330.6365543
orange,-117.3779232
muskmelon,-207.6938536
mango,-959.0070276
kidneybeans,-741.795409
kidneybeans,133.6663417
jute,17.05108104
apple,497.6390863
muskmelon,1981.892238
blackgram,-158.8294324
jute,372.7096179
cotton,-123.5898872
blackgram,-295.709973
banana,-874.8570108
jute,-78.09022936
orange,439.5285436
chickpea,-290.4353765
mungbean,442.6209243
mango,76.09607626
rice,-400.3329029
banana,54.90381132
pigeonpeas,801.1784605
mothbeans,62.99071999
watermelon,-81.46082159
orange,-372.693799
chickpea,411.9731236
kidneybeans,385.073354
rice,921.9994093
kidneybeans,778.2611171
watermelon,-836.7975348
jute,1127.093914
mungbean,-372.4210012
jute,-210.6934698
mungbean,-303.4602752
rice,1513.243457
maize,357.57724
chickpea,176.3582681
papaya,-903.5340174
banana,1083.888773
mango,-594.5996175
watermelon,-140.6712254
lentil,1499.953827
pomegranate,-55.77380256
grapes,402.5728053
chickpea,-525.6195012
lentil,-457.9988299
maize,840.8358596
blackgram,549.9941075
mungbean,1447.642216
lentil,1277.242489
grapes,178.7976332
mungbean,284.5825509
mungbean,-366.1633806
rice,435.7340171
maize,1413.337601
jute,359.479684
orange,2118.677027
pomegranate,-263.2549471
muskmelon,133.1187844
apple,-475.3944457
jute,750.3585735
grapes,103.9319266
jute,-42.7281827
blackgram,-321.0800842
lentil,1511.951812
rice,-121.7735152
kidneybeans,796.8966339
papaya,51.5028133
rice,356.6894468
chickpea,-499.617344
pomegranate,-658.2592621
maize,334.4436922
papaya,1303.72048
maize,1600.992478
grapes,38.13716898
jute,132.1748769
lentil,131.5054572
maize,273.517766
maize,403.7031804
pigeonpeas,1011.731362
watermelon,563.704069
chickpea,-387.3107671
watermelon,217.9083266
rice,-231.8503328
lentil,220.157736
apple,-1008.970218
orange,517.2825218
blackgram,1344.884036
muskmelon,483.4174294
jute,1156.151492
blackgram,924.2453956
mungbean,589.8847167
lentil,17.6063623
maize,158.5925124
pomegranate,894.0916547
pigeonpeas,648.975083
apple,1777.832549
jute,-814.6320699
rice,-678.9926374
mothbeans,790.150024
pomegranate,969.3331716
pomegranate,0.6367384292
coconut,123.9341628
grapes,-546.4865094
coconut,1151.518861
chickpea,1436.936031
grapes,-119.0803277
kidneybeans,-43.87940121
blackgram,743.2139435
mango,735.4769285
coffee,205.239911
orange,257.551441
rice,1547.693704
maize,-208.2304441
lentil,504.0869769
rice,917.2344802
coconut,1232.178107
orange,1530.999778
pigeonpeas,868.6976371
muskmelon,663.0622748
cotton,849.7786325
mango,1361.58336
kidneybeans,-382.963147
muskmelon,533.3282182
chickpea,1130.14712
watermelon,299.1135372
kidneybeans,-383.3133133
coconut,-102.3506286
mothbeans,648.0575959
orange,-168.3392567
papaya,1794.832521
blackgram,1357.998463
coconut,1772.573189
cotton,923.7282192
mango,-28.06712379
orange,314.355059
coconut,-42.3572783
rice,700.2028667
banana,596.4335688
pomegranate,309.5533434
apple,-257.2385545
pigeonpeas,135.6372356
orange,112.7938001
lentil,698.7894718
blackgram,1518.455118
pomegranate,554.1320243
blackgram,-255.9076757
chickpea,180.3295364
mango,168.0362281
kidneybeans,248.6273802
coffee,293.0120332
papaya,820.5637558
lentil,-337.495565
jute,138.9127391
kidneybeans,573.9066031
maize,57.77381385
mungbean,682.7365534
papaya,1302.527121
maize,583.9878225
maize,631.0996637
pomegranate,492.06643
chickpea,1112.849655
coconut,299.548447
maize,-167.4487155
chickpea,-422.6834188
lentil,846.7406403
banana,572.2310981
banana,1405.452241
chickpea,-335.6297816
pigeonpeas,-344.4734058
mango,302.6215955
muskmelon,173.8980244
orange,255.008282
apple,-846.6610623
orange,1049.764353
muskmelon,1014.645084
grapes,-28.06217593
maize,-896.1243435
orange,870.6413261
rice,259.9837808
pomegranate,799.0845768
kidneybeans,622.3332857
pomegranate,-374.2059789
mango,1607.939826
chickpea,733.1492804
rice,49.07288798
coconut,-365.2876302
rice,772.3564888
coconut,1624.666483
kidneybeans,-493.5813608
grapes,-17.72095311
watermelon,2.666489821
watermelon,1475.129791
chickpea,615.1046996
coconut,718.7720416
banana,56.92680108
lentil,716.5819217
mothbeans,415.7282265
kidneybeans,714.7342285
pigeonpeas,1212.95066
lentil,-212.7763359
rice,46.82146157
muskmelon,-448.4435515
banana,0.5289042845
rice,-192.1781667
orange,547.1962752
muskmelon,439.0217945
watermelon,1212.032321
lentil,-493.3553441
